crashUnitID,crashID,vehicleID,damageID,crashDate,unitNumber,unitType,numPassengers,vehicleMake,vehicleModel,licencePlateState,vehicleYear,vehicleDefect,vehicleType,vehicleUse,travelDirection,maneuver,occupantCount
1765192,1f8bda6a0106f1b2aae7d87ce478184d7e567d3ee943bcdfc6a32e14cd288b438e7b9fc6d7e90993242c4b52221fce0e6fafe20dd84c87ac3d935a04417133c4,1680826,1041,02/24/2024 12:32:00 PM,1,DRIVER,,JEEP,GRAND CHEROKEE,IL,2015,UNKNOWN,PASSENGER,PERSONAL,UNKNOWN,BACKING,1
1765193,1f8bda6a0106f1b2aae7d87ce478184d7e567d3ee943bcdfc6a32e14cd288b438e7b9fc6d7e90993242c4b52221fce0e6fafe20dd84c87ac3d935a04417133c4,1680828,1041,02/24/2024 12:32:00 PM,2,PARKED,,MERCEDES-BENZ,OTHER (EXPLAIN IN NARRATIVE),,2010,NONE,PASSENGER,PERSONAL,UNKNOWN,PARKED,0
1765838,2bb52eec19577d1285a8710234d42a3837779414ec4e5ff79624696f8cf9e7305516721c04b4abad17a0ca2c0cf07cca14fd913fc83ab52daaffba5ccf74baae,1681456,1125,02/26/2024 03:48:00 AM,1,DRIVER,,CHEVROLET,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1
1765839,2bb52eec19577d1285a8710234d42a3837779414ec4e5ff79624696f8cf9e7305516721c04b4abad17a0ca2c0cf07cca14fd913fc83ab52daaffba5ccf74baae,1681459,1125,02/26/2024 03:48:00 AM,2,DRIVER,2,LEXUS,ES300,IL,2003,NONE,PASSENGER,PERSONAL,W,TURNING LEFT,3
1766084,d4e83fa3e58a20fc24673288ea611a09649112910fa3893251d3bd38d538d64cddc3c30edc61cc3a9b301b1167048b48e31f464bba86cc5087db053e1d6e869f,1681682,1423,02/26/2024 10:30:00 AM,1,DRIVER,,NISSAN,MAXIMA,IL,2017,UNKNOWN,PASSENGER,PERSONAL,N,PASSING/OVERTAKING,1
1766085,d4e83fa3e58a20fc24673288ea611a09649112910fa3893251d3bd38d538d64cddc3c30edc61cc3a9b301b1167048b48e31f464bba86cc5087db053e1d6e869f,1681684,1423,02/26/2024 10:30:00 AM,2,DRIVER,,DODGE,JOURNEY,IL,2016,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,SLOW/STOP IN TRAFFIC,1
1766310,a8ef0971def0c50c2706acb511729b8c76897a928e6ef5270c95f4db5bd040f10d4f4de0563baa4ae4591d2f9333aec136630d5e66a011cdb749d0233f67f75d,1681917,1467,02/26/2024 03:45:00 PM,1,DRIVER,,NEW FLYER,D40LF,IL,,UNKNOWN,BUS OVER 15 PASS.,CTA,N,PASSING/OVERTAKING,1
1766311,a8ef0971def0c50c2706acb511729b8c76897a928e6ef5270c95f4db5bd040f10d4f4de0563baa4ae4591d2f9333aec136630d5e66a011cdb749d0233f67f75d,1681925,1467,02/26/2024 03:45:00 PM,2,DRIVER,,BMW,BMW,IL,2015,UNKNOWN,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,1
1766546,3807c5292b9584156507c1ddaf1b3c3969df2df4747a1501f935f8347f70beea81f3a0e22c901556cfeb1b64085a298b947774cdd350b3b6a0d06bcd19d82830,1682136,1052,02/27/2024 03:38:00 AM,1,DRIVER,,DODGE,RAM 1500 PU,IL,2014,UNKNOWN,PICKUP,UNKNOWN/NA,S,STRAIGHT AHEAD,1
1766547,3807c5292b9584156507c1ddaf1b3c3969df2df4747a1501f935f8347f70beea81f3a0e22c901556cfeb1b64085a298b947774cdd350b3b6a0d06bcd19d82830,1682137,1052,02/27/2024 03:38:00 AM,2,PARKED,,GENERAL MOTORS CORPORATION (GMC),YUKON,IL,2007,UNKNOWN,SPORT UTILITY VEHICLE (SUV),UNKNOWN/NA,N,PARKED,0
1766648,177c718d510e970a6306bf3eacbd59fb57dfb1eaaf23eee29c3fcc5128e5191bd4aba54dff4374a2fc9c066126c94666413a1971e72f1289489d3bc26d311b7e,1682236,1370,02/27/2024 09:20:00 AM,1,DRIVER,,FORD,TRANSIT,IL,2011,UNKNOWN,VAN/MINI-VAN,COMMERCIAL - SINGLE UNIT,SW,STRAIGHT AHEAD,1
1766649,177c718d510e970a6306bf3eacbd59fb57dfb1eaaf23eee29c3fcc5128e5191bd4aba54dff4374a2fc9c066126c94666413a1971e72f1289489d3bc26d311b7e,1682242,1370,02/27/2024 09:20:00 AM,2,DRIVER,1,NISSAN,ALTIMA,IL,2007,UNKNOWN,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,2
1766801,68cdd3d8635947dfd355cf6c2668a10f5bf2332ad66d64821bc1da3070f1a3d21388c87d4eb9ce689e12746d72c9f01fe31a392c8f16b60c290a19d9796c0ac9,1682371,1335,02/25/2024 08:12:00 PM,1,DRIVER,,CHEVROLET,SILVERADO,IL,2004,UNKNOWN,PICKUP,PERSONAL,W,STRAIGHT AHEAD,1
1766802,68cdd3d8635947dfd355cf6c2668a10f5bf2332ad66d64821bc1da3070f1a3d21388c87d4eb9ce689e12746d72c9f01fe31a392c8f16b60c290a19d9796c0ac9,1682372,1335,02/25/2024 08:12:00 PM,2,DRIVER,,FORD,F150,IL,1997,UNKNOWN,PICKUP,PERSONAL,N,STRAIGHT AHEAD,1
1766803,68cdd3d8635947dfd355cf6c2668a10f5bf2332ad66d64821bc1da3070f1a3d21388c87d4eb9ce689e12746d72c9f01fe31a392c8f16b60c290a19d9796c0ac9,1682373,1335,02/25/2024 08:12:00 PM,3,PARKED,,CHEVROLET,IMPALA,IL,2005,UNKNOWN,PASSENGER,NOT IN USE,W,PARKED,0
1766804,68cdd3d8635947dfd355cf6c2668a10f5bf2332ad66d64821bc1da3070f1a3d21388c87d4eb9ce689e12746d72c9f01fe31a392c8f16b60c290a19d9796c0ac9,1682374,1335,02/25/2024 08:12:00 PM,4,PARKED,,FORD,FOCUS,IL,2015,UNKNOWN,PASSENGER,NOT IN USE,W,PARKED,0
1766805,68cdd3d8635947dfd355cf6c2668a10f5bf2332ad66d64821bc1da3070f1a3d21388c87d4eb9ce689e12746d72c9f01fe31a392c8f16b60c290a19d9796c0ac9,1682375,1335,02/25/2024 08:12:00 PM,5,PARKED,,TOYOTA,YARIS,IL,2015,UNKNOWN,PASSENGER,NOT IN USE,W,PARKED,0
1766806,68cdd3d8635947dfd355cf6c2668a10f5bf2332ad66d64821bc1da3070f1a3d21388c87d4eb9ce689e12746d72c9f01fe31a392c8f16b60c290a19d9796c0ac9,1682376,1335,02/25/2024 08:12:00 PM,6,PARKED,,FORD,EXPLORER,IL,2003,UNKNOWN,SPORT UTILITY VEHICLE (SUV),NOT IN USE,W,PARKED,0
1767039,6deeaa5fce4c33873062cdfa41fd0d3c998bbd78541a4488aa11ad3dd767447bffac388af3dbd37736b47c08b0a835804c631b92eff21ed60675f197be4a13a4,1682607,1153,02/19/2024 03:00:00 PM,1,DRIVER,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,UNKNOWN/NA,1
1767040,6deeaa5fce4c33873062cdfa41fd0d3c998bbd78541a4488aa11ad3dd767447bffac388af3dbd37736b47c08b0a835804c631b92eff21ed60675f197be4a13a4,1682620,1153,02/19/2024 03:00:00 PM,2,PARKED,,NISSAN,ROGUE,IL,2023,UNKNOWN,PASSENGER,OTHER,N,PARKED,0
1767336,2b083f1a3ab03ffbe9d44ca433fbf0cae59defc8de12d717be312c7ad28fec21103bbdb295d7fa2d30bc03c8a13dbea72f43013e467efe404ab6315aabacdcb5,1682896,1450,02/28/2024 03:15:00 AM,1,DRIVER,,VOLVO,OTHER (EXPLAIN IN NARRATIVE),IL,2009,UNKNOWN,PASSENGER,UNKNOWN/NA,N,STRAIGHT AHEAD,1
1767337,2b083f1a3ab03ffbe9d44ca433fbf0cae59defc8de12d717be312c7ad28fec21103bbdb295d7fa2d30bc03c8a13dbea72f43013e467efe404ab6315aabacdcb5,1682886,1450,02/28/2024 03:15:00 AM,2,PARKED,,TESLA,MODEL Y,IL,2023,NONE,PASSENGER,PERSONAL,N,PARKED,0
1768606,d3f06841c5e27f6c1904464abf9cdcc86ae7ce82d4a901c525a6fc07efcbdd7d26332acbd97edc1eed16a0fe5c12772ba757b0cb8a9ad9c76cec4954c167709e,1684137,1438,03/01/2024 08:30:00 AM,1,DRIVER,,TOYOTA,HIGHLANDER,IL,2024,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,E,STRAIGHT AHEAD,1
1768607,d3f06841c5e27f6c1904464abf9cdcc86ae7ce82d4a901c525a6fc07efcbdd7d26332acbd97edc1eed16a0fe5c12772ba757b0cb8a9ad9c76cec4954c167709e,1684144,1438,03/01/2024 08:30:00 AM,2,PARKED,,CHEVROLET,TRAIL BLAZER,IL,2002,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,E,PARKED,0
1768734,0709fd5f8149a4b12107e292fb98717e10d118605545f4a2659fca1c6db4019c024f9e7764ebc77442ff8bfa51c65767b44a3704017f4c83527a6d4d05fc9e89,1684256,1212,01/20/2024 01:30:00 PM,1,DRIVER,,CHEVROLET,TRAX,IL,2024,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,W,STRAIGHT AHEAD,1
1768735,0709fd5f8149a4b12107e292fb98717e10d118605545f4a2659fca1c6db4019c024f9e7764ebc77442ff8bfa51c65767b44a3704017f4c83527a6d4d05fc9e89,1684257,1212,01/20/2024 01:30:00 PM,2,DRIVER,,AUDI,A4,IL,2014,OTHER,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,STRAIGHT AHEAD,1
1768788,83859259129a11fb714048efcf595561c419b14a6b59d0ef848e0914e4e5458af6c098591b49e8c06358c3b93242b5e9cf9756125e37522d6b8d35354097e990,1684302,1244,03/01/2024 01:00:00 PM,1,DRIVER,,BUICK,OTHER (EXPLAIN IN NARRATIVE),IL,2023,UNKNOWN,PASSENGER,PERSONAL,S,CHANGING LANES,1
1768789,83859259129a11fb714048efcf595561c419b14a6b59d0ef848e0914e4e5458af6c098591b49e8c06358c3b93242b5e9cf9756125e37522d6b8d35354097e990,1684312,1244,03/01/2024 01:00:00 PM,2,DRIVER,,FREIGHTLINER CORPORATION,FREIGHTLINER CORP.,IL,2015,UNKNOWN,SINGLE UNIT TRUCK WITH TRAILER,COMMERCIAL - MULTI-UNIT,S,STRAIGHT AHEAD,1
1768803,1d458430a452ba55794f0dd7a4a508da31eef5084f1463eb7523491b90c0bc2ee47b8723865bd1e45f6eba126081786aa8561ce52e84c7b8be0a1b688cf835d2,1684325,1388,03/01/2024 03:20:00 PM,1,DRIVER,,TOYOTA,TACOMA,IL,2014,UNKNOWN,PICKUP,UNKNOWN/NA,UNKNOWN,BACKING,1
1768804,1d458430a452ba55794f0dd7a4a508da31eef5084f1463eb7523491b90c0bc2ee47b8723865bd1e45f6eba126081786aa8561ce52e84c7b8be0a1b688cf835d2,1684330,1388,03/01/2024 03:20:00 PM,2,PARKED,,BMW,X5,IL,2015,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,UNKNOWN,PARKED,0
1769462,fe45fda361f77afca2861cf47074703abe3ba62b0fa74a9937329cfe9aaa3fdbb202511a72dd1bcfe8728b763ffd6a7ea6c3981e44ed513ea56cfff39acea9a9,1684961,1078,03/02/2024 03:50:00 PM,1,DRIVER,,LEXUS,GS350,,2014,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,E,BACKING,1
1769463,fe45fda361f77afca2861cf47074703abe3ba62b0fa74a9937329cfe9aaa3fdbb202511a72dd1bcfe8728b763ffd6a7ea6c3981e44ed513ea56cfff39acea9a9,1684964,1078,03/02/2024 03:50:00 PM,2,DRIVER,,CHRYSLER,300,IL,2016,NONE,PASSENGER,PERSONAL,N,BACKING,1
1769721,4699ecba6a4bfec41905922a6b1f65451a7a9fed32a666082254a5980720b98c3114412ad4d4225062182c45307297bde5fee7f3fb5233b00094ce9be5aed17f,1685209,1260,03/03/2024 01:07:00 AM,1,DRIVER,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),XX,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,STRAIGHT AHEAD,1
1769722,4699ecba6a4bfec41905922a6b1f65451a7a9fed32a666082254a5980720b98c3114412ad4d4225062182c45307297bde5fee7f3fb5233b00094ce9be5aed17f,1685210,1260,03/03/2024 01:07:00 AM,2,PARKED,,TOYOTA,CAMRY,MD,2022,UNKNOWN,PASSENGER,PERSONAL,E,PARKED,0
1769906,22223546c69caf91b113ee367ea7a9e26b70330429cbec5b59bb23068917b6a2c1aefb2c6fec862395c281d43445e0d43504a4dca97de1f64ab6782a9e10c494,1685374,1336,03/03/2024 08:45:00 AM,1,DRIVER,,CHRYSLER,SEBRING,IL,2007,UNKNOWN,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1
1770393,cc3a81f81ea8659a816fbbd1a69a52534e9c2173091e1b17aa33fdf8c5badfea4edb1f172b6dcac0414e3dbc6ef8558beb748fb7a96cd882bfb248065c5b5a5a,1685837,1377,03/03/2024 10:40:00 PM,1,DRIVER,,CADILLAC,STS,IL,2002,UNKNOWN,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,1
1770394,cc3a81f81ea8659a816fbbd1a69a52534e9c2173091e1b17aa33fdf8c5badfea4edb1f172b6dcac0414e3dbc6ef8558beb748fb7a96cd882bfb248065c5b5a5a,1685842,1377,03/03/2024 10:40:00 PM,2,DRIVER,,CHRYSLER,OTHER (EXPLAIN IN NARRATIVE),IL,2016,UNKNOWN,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1
1770483,8224930bcbaef9db9368cb619542f4babb5e4f1e2767b9d889baab00dd8e7bf3b4d56b67198c0a82407bbb06725101aa91be7605db54d29b9ed30e4b43a34418,1685939,1195,03/04/2024 06:56:00 AM,1,DRIVER,,NISSAN,ROGUE,IL,2014,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,1
1770484,8224930bcbaef9db9368cb619542f4babb5e4f1e2767b9d889baab00dd8e7bf3b4d56b67198c0a82407bbb06725101aa91be7605db54d29b9ed30e4b43a34418,1685947,1195,03/04/2024 06:56:00 AM,2,DRIVER,,NISSAN,ALTIMA,IL,2021,NONE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1
1770776,3173e7fa51bc596915e147465fd43c95f87e1814ce20e824a89a6d72354824a976d50bb35a2bccddd498eb2fdc361c0beff37a2e0058edc9c5b9f473449ed13a,1686209,1396,03/04/2024 12:00:00 PM,1,DRIVER,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,UNKNOWN/NA,1
1770777,3173e7fa51bc596915e147465fd43c95f87e1814ce20e824a89a6d72354824a976d50bb35a2bccddd498eb2fdc361c0beff37a2e0058edc9c5b9f473449ed13a,1686214,1396,03/04/2024 12:00:00 PM,2,PARKED,,SUBARU,OTHER (EXPLAIN IN NARRATIVE),IL,2017,NONE,SPORT UTILITY VEHICLE (SUV),NOT IN USE,E,PARKED,0
1770951,1fb102d367b403348179a05453d9ba283213b918cdc471a0041a10acf1e2b63f5946c80d34a6795dec6884f720efd6e307a4508101a24273fa2d3c248f7f69fa,1686374,1276,03/03/2024 04:19:00 PM,1,DRIVER,2,KIA,SPORTAGE,IL,2009,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,W,U-TURN,3
1770952,1fb102d367b403348179a05453d9ba283213b918cdc471a0041a10acf1e2b63f5946c80d34a6795dec6884f720efd6e307a4508101a24273fa2d3c248f7f69fa,1686375,1276,03/03/2024 04:19:00 PM,2,DRIVER,1,HYUNDAI,KONA,IL,2020,NONE,PASSENGER,PERSONAL,W,PASSING/OVERTAKING,2
1771264,9e9617196677729aa6ca37e64e69a29f583e5627a57b31354b01da071033c2fd933408f49153f2f749e0078cc9cec2d39d91d86525f35e449489912d2447315a,1686663,1180,02/27/2024 12:50:00 PM,1,DRIVER,,BMW,M-3,IL,2024,NONE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1
1771265,9e9617196677729aa6ca37e64e69a29f583e5627a57b31354b01da071033c2fd933408f49153f2f749e0078cc9cec2d39d91d86525f35e449489912d2447315a,1686664,1180,02/27/2024 12:50:00 PM,2,DRIVER,,FORD,ESCAPE,IL,2015,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,STRAIGHT AHEAD,1
1771308,fa7cc19d48697734af9d4dd3f935e0fa7b9369c43d906bcbfb51e0830b440088fccd8309244ec968c78aa9b86e53cbedbc63feb42c194de1b74009431cca6225,1686721,1439,03/05/2024 11:20:00 AM,1,DRIVER,,CHEVROLET,SILVERADO,IL,2005,BRAKES,PICKUP,UNKNOWN/NA,N,STRAIGHT AHEAD,1
1771309,fa7cc19d48697734af9d4dd3f935e0fa7b9369c43d906bcbfb51e0830b440088fccd8309244ec968c78aa9b86e53cbedbc63feb42c194de1b74009431cca6225,1686726,1439,03/05/2024 11:20:00 AM,2,DRIVER,,CHEVROLET,TAHOE,IL,2003,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,STRAIGHT AHEAD,1
1771310,fa7cc19d48697734af9d4dd3f935e0fa7b9369c43d906bcbfb51e0830b440088fccd8309244ec968c78aa9b86e53cbedbc63feb42c194de1b74009431cca6225,1686728,1439,03/05/2024 11:20:00 AM,3,DRIVER,2,HONDA,HR-V,IL,2016,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,SLOW/STOP IN TRAFFIC,3
1772118,23cd937352fb10641135b567f047baac10d68db715f093fa5c1802abd2cc0368887fd7fc5780e5587850e683e0a98922bca74e24c7e84f47397de6c7713c4bb8,1687510,1344,03/06/2024 04:00:00 PM,1,DRIVER,,NISSAN,ROGUE,IL,2014,UNKNOWN,PASSENGER,UNKNOWN/NA,N,BACKING,1
1772119,23cd937352fb10641135b567f047baac10d68db715f093fa5c1802abd2cc0368887fd7fc5780e5587850e683e0a98922bca74e24c7e84f47397de6c7713c4bb8,1687531,1344,03/06/2024 04:00:00 PM,2,PARKED,,HYUNDAI,TIBURON,IL,2011,NONE,PASSENGER,PERSONAL,S,PARKED,0
1772129,cbe52db07f8fec957180ffc2476ff7f39b7c900f98a8988e720f86b3d20303cb1fec74b489b25135a0fc808ca7f6099d289ccd8ee2a57639e4836e38be03cf41,1687527,1311,03/06/2024 03:13:00 PM,1,DRIVER,,HONDA,ACCORD,IL,2013,UNKNOWN,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,1
1772130,cbe52db07f8fec957180ffc2476ff7f39b7c900f98a8988e720f86b3d20303cb1fec74b489b25135a0fc808ca7f6099d289ccd8ee2a57639e4836e38be03cf41,1687532,1311,03/06/2024 03:13:00 PM,2,DRIVER,,HONDA,CIVIC,IL,2020,UNKNOWN,PASSENGER,PERSONAL,S,SLOW/STOP IN TRAFFIC,1
1772131,cbe52db07f8fec957180ffc2476ff7f39b7c900f98a8988e720f86b3d20303cb1fec74b489b25135a0fc808ca7f6099d289ccd8ee2a57639e4836e38be03cf41,1687534,1311,03/06/2024 03:13:00 PM,3,DRIVER,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,UNKNOWN/NA,PERSONAL,S,SLOW/STOP IN TRAFFIC,1
1772598,7b9d9e2a11b5de8357650745854610ec88e4680bafa92e5805de5355ea0cbc359f081040202aa182a250334abdcfe4d3a34613124cc294e38be22a4683963890,1687961,1049,02/15/2024 03:20:00 PM,1,DRIVER,,TESLA,OTHER (EXPLAIN IN NARRATIVE),IL,2023,NONE,PASSENGER,PERSONAL,W,BACKING,1
1772599,7b9d9e2a11b5de8357650745854610ec88e4680bafa92e5805de5355ea0cbc359f081040202aa182a250334abdcfe4d3a34613124cc294e38be22a4683963890,1687970,1049,02/15/2024 03:20:00 PM,2,DRIVER,,CHEVROLET,EQUINOX,IL,2019,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,1
1773226,11ac978e47cdc40c16d25fa71636a738ac1df4c3c6ea0e03847c1ba10970f0ca858c838dd79a4d3ceef21982aa0c2683ad0b8850f7539f5284583ebdb4209a83,1688585,1262,03/08/2024 03:00:00 PM,1,DRIVER,,CHEVROLET,EXPRESS,IL,2000,BRAKES,VAN/MINI-VAN,PERSONAL,N,STRAIGHT AHEAD,1
1773227,11ac978e47cdc40c16d25fa71636a738ac1df4c3c6ea0e03847c1ba10970f0ca858c838dd79a4d3ceef21982aa0c2683ad0b8850f7539f5284583ebdb4209a83,1688630,1262,03/08/2024 03:00:00 PM,2,DRIVER,,MITSUBISHI,OUTLANDER,IL,2018,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,STRAIGHT AHEAD,1
1773730,4f98cbdc0a999506d875d6b638236d00c82e8ef4ca5de095974b990ef102cfc887598c761f21d31ae0eae93317441a9dd976392c39675c58213862bb041b17f3,1689027,1183,03/09/2024 02:32:00 AM,1,DRIVER,,CHEVROLET,MALIBU,IL,2018,UNKNOWN,PASSENGER,UNKNOWN/NA,W,STRAIGHT AHEAD,1
1773731,4f98cbdc0a999506d875d6b638236d00c82e8ef4ca5de095974b990ef102cfc887598c761f21d31ae0eae93317441a9dd976392c39675c58213862bb041b17f3,1689029,1183,03/09/2024 02:32:00 AM,2,DRIVER,1,MERCEDES-BENZ,CLK320,IL,2007,UNKNOWN,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,2
1774291,aedb3bc3e72cf2012e511fda4e7c72d0d9c20dc63851f18b83d4a6e36a440c45f2a7ee1f99ad7074e377c583c000ec9590fcab858544afc8fb7a214efe6c199c,1689574,1044,03/09/2024 09:35:00 PM,1,DRIVER,,KIA,SOUL,IL,2020,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,W,STRAIGHT AHEAD,1
1774292,aedb3bc3e72cf2012e511fda4e7c72d0d9c20dc63851f18b83d4a6e36a440c45f2a7ee1f99ad7074e377c583c000ec9590fcab858544afc8fb7a214efe6c199c,1689577,1044,03/09/2024 09:35:00 PM,2,DRIVER,,ACURA,ZDX,IL,2003,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,W,STRAIGHT AHEAD,1
1774426,ff9872071048a755d22deebc3cb34dbb47c5053d11a94112f7fc789274f7b7c934d6f0abc1c3cae7eccc4bec75d646df3881f8d6c668c61dea68d080558bdfaa,1689716,1056,03/10/2024 05:29:00 AM,1,DRIVER,5,FORD,EXPLORER,IL,2018,UNKNOWN,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,6
1774427,ff9872071048a755d22deebc3cb34dbb47c5053d11a94112f7fc789274f7b7c934d6f0abc1c3cae7eccc4bec75d646df3881f8d6c668c61dea68d080558bdfaa,1689717,1056,03/10/2024 05:29:00 AM,2,DRIVER,,HYUNDAI,SONATA,IL,2017,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,1
1774465,14e0ac30b7d642dcfea838628f48d995d1343b08cbd8e4efefafc986e5e512eb5ed76a2f88f7a6cb2c4285de7b20d777d625c8b9bc7a061ca20897625bd91934,1689758,1261,03/10/2024 08:30:00 AM,1,DRIVER,,FORD,ESCAPE,IL,2001,UNKNOWN,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,1
1774466,14e0ac30b7d642dcfea838628f48d995d1343b08cbd8e4efefafc986e5e512eb5ed76a2f88f7a6cb2c4285de7b20d777d625c8b9bc7a061ca20897625bd91934,1689762,1261,03/10/2024 08:30:00 AM,2,PARKED,,FORD,EDGE,IL,2008,UNKNOWN,PASSENGER,PERSONAL,N,PARKED,0
1775024,091ba01d6894a21ba46b5711f9b881a015bdf4d940ddb87979bfb118c0d2f7d196775671965f0cb5496b7e0df63dd04d507f189bec7d5f8681d9a35fc014287b,1690276,1237,03/11/2024 09:12:00 AM,1,DRIVER,,HONDA,ODYSSEY,IL,2011,UNKNOWN,VAN/MINI-VAN,UNKNOWN/NA,SE,PASSING/OVERTAKING,1
1775025,091ba01d6894a21ba46b5711f9b881a015bdf4d940ddb87979bfb118c0d2f7d196775671965f0cb5496b7e0df63dd04d507f189bec7d5f8681d9a35fc014287b,1690299,1237,03/11/2024 09:12:00 AM,2,DRIVER,,TOYOTA,HIGHLANDER,IL,2006,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,SE,STRAIGHT AHEAD,1
1775685,66c3401476e2b2f26855f8e5b956dc51f60a931b465313d182c60273b7e061eadf900320669fa5f74fb49ad569e9687cccd58b20255229e76ba7d58d76d67b8e,1690916,1156,03/12/2024 06:55:00 AM,1,DRIVER,,HONDA,ACCORD,IL,2003,NONE,PASSENGER,PERSONAL,S,TURNING LEFT,1
1775686,66c3401476e2b2f26855f8e5b956dc51f60a931b465313d182c60273b7e061eadf900320669fa5f74fb49ad569e9687cccd58b20255229e76ba7d58d76d67b8e,1690931,1156,03/12/2024 06:55:00 AM,2,DRIVER,,HARLEY-DAVIDSON,HARLEY-DAVIDSON,IL,1998,NONE,MOTORCYCLE (OVER 150CC),PERSONAL,N,STRAIGHT AHEAD,1
1776778,7eefaf82c12c09da07a1478bc0111721a3888f9d3f7502e12b86fa7fae5214610ebe13503e6f069dc192686868b45e497ff4a5d030bda11d2116155f357ae001,1691951,1034,03/13/2024 04:40:00 PM,1,DRIVER,,NISSAN,ALTIMA,IL,2015,NONE,PASSENGER,PERSONAL,S,OTHER,1
1776779,7eefaf82c12c09da07a1478bc0111721a3888f9d3f7502e12b86fa7fae5214610ebe13503e6f069dc192686868b45e497ff4a5d030bda11d2116155f357ae001,1691967,1034,03/13/2024 04:40:00 PM,2,DRIVER,,MERCEDES-BENZ,SPRINTER,IL,2017,NONE,VAN/MINI-VAN,PERSONAL,W,STRAIGHT AHEAD,1
1777036,0d78b62de03eca9ada63dd2b29ba21331ca70250efd2b8ea633a9ffaa2b7c692847ffaaae8bb4f8b9699313c56aafc2296849af03abc221a26a0bc0bb6d71f8a,1692200,1496,03/14/2024 07:10:00 AM,1,DRIVER,,TOYOTA,YARIS,IL,2016,NONE,PASSENGER,PERSONAL,S,TURNING LEFT,1
1777037,0d78b62de03eca9ada63dd2b29ba21331ca70250efd2b8ea633a9ffaa2b7c692847ffaaae8bb4f8b9699313c56aafc2296849af03abc221a26a0bc0bb6d71f8a,,1496,03/14/2024 07:10:00 AM,2,PEDESTRIAN,,,,,,,,,,,
1777415,04b524c16b72cd093e8074f41402fa6ef106f0fa6acba5b099f5833748d3e19efb0347ae25b31bfa68c06dcefee38f9b93e920e17b2a10047d8302e0f9d55e92,1692572,1406,03/14/2024 05:15:00 PM,1,DRIVER,1,TOYOTA,CAMRY,IL,2014,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,2
1777416,04b524c16b72cd093e8074f41402fa6ef106f0fa6acba5b099f5833748d3e19efb0347ae25b31bfa68c06dcefee38f9b93e920e17b2a10047d8302e0f9d55e92,1692587,1406,03/14/2024 05:15:00 PM,2,DRIVER,1,TOYOTA,RAV4,IL,2018,NONE,PASSENGER,TAXI/FOR HIRE,S,STRAIGHT AHEAD,2
1777489,8f1cc5686e7841095a57e69dc7c09a4eec7960cc0b924e3ef4079205d2eb13cb90060134f2d73010c9116117606fdcf76e3728476ac8e1107e77a374425e5861,1692636,1491,03/14/2024 06:00:00 PM,1,DRIVER,,CHEVROLET,TRAIL BLAZER,IL,2004,UNKNOWN,SPORT UTILITY VEHICLE (SUV),UNKNOWN/NA,E,STRAIGHT AHEAD,1
